country,model,vintage,panel,n_obs,RMSFE,MAE,rel_RMSFE_vs_ARMA,dm_stat_vs_ARMA,dm_pval_vs_ARMA
tr,midas,m2,post_covid,16,0.012968131487159588,0.010293950313247813,1.1103757862054981,0.7796286445033137,0.43560949040769015
tr,midas,m2,full,32,0.031352114240572465,0.017012814419365196,0.8655957583986106,-1.607004134564181,0.10805346112990755
tr,midas,m3,pre_crisis,8,0.018202601793126452,0.01367388434632735,0.9792508689286094,-0.3939445686260313,0.6936219644884476
tr,midas,m3,covid,7,0.05012248046117892,0.03241325426671885,0.6592743001183599,-1.6339461369604609,0.10227016095702046
tr,midas,m3,post_covid,16,0.011699796118694771,0.008408805076992532,1.010852960707975,0.10296892074660069,0.9179876374594294
tr,midas,m3,full,32,0.026542105050752978,0.015050981554053525,0.7045610041299754,-1.4951122194935014,0.13488515733148465
tr,midasml,m1,pre_crisis,8,0.018914055906049394,0.013690154124198911,0.9933188051767895,-0.09452146163985566,0.9246949348426621
tr,midasml,m1,covid,7,0.06868144093821024,0.04039150666318046,0.9468511579314216,-1.133776858965627,0.2568881602505426
tr,midasml,m1,post_covid,16,0.012410960562288216,0.00857152523020998,1.062668905351655,1.5608569318737042,0.11855751100562473
tr,midasml,m1,full,32,0.03465660676888653,0.016837339129373206,0.9568289905251699,-1.0271608542867066,0.30434472756407893
tr,midasml,m2,pre_crisis,8,0.018914055906049394,0.013690154124198911,0.9933188051767895,-0.09452146163985566,0.9246949348426621
tr,midasml,m2,covid,7,0.06868309827878533,0.041183497697436795,0.9468740062412586,-1.1351708165069965,0.25630375459399524
tr,midasml,m2,post_covid,16,0.012370643751497745,0.008729631621001831,1.0592168420746058,1.431793212704567,0.15220301029925776
tr,midasml,m2,full,32,0.034650117397978936,0.017089640363512702,0.9566498264697831,-1.0329209400843657,0.3016408984012775
tr,midasml,m3,pre_crisis,8,0.018914055906049394,0.013690154124198911,1.0175251808209733,0.1608542923977177,0.8722081627951048
tr,midasml,m3,covid,7,0.06868876440883093,0.0417283438922624,0.9034815648579293,-1.2564041507760502,0.20896947749618322
tr,midasml,m3,post_covid,16,0.01207862938088289,0.008353665247083163,1.043583849418559,1.4200556034478733,0.15559149395711747
tr,midasml,m3,full,32,0.03460102793107155,0.017020842281671472,0.9184853626503712,-1.1543802552298972,0.24834430647324868
tr,dfm,m1,pre_crisis,8,0.01658467493473705,0.013539383880533242,0.8709855555174456,-0.31904419926720723,0.7496929965684864
tr,dfm,m1,covid,7,0.06321837457689686,0.04669848281765134,0.8715366240572788,-0.997571644087041,0.31848711682098463
tr,dfm,m1,post_covid,16,0.024730981981527497,0.021432783421339873,2.1175512901425186,3.7341387059834292,0.00018835867054911581
tr,dfm,m1,full,32,0.03544386638930352,0.024798905721305234,0.9785643217683047,-0.18426946837089508,0.8538020644788316
tr,dfm,m2,pre_crisis,8,0.019844606250995517,0.015805268544905063,1.042188976724876,0.11527133554320608,0.9082300578084805
tr,dfm,m2,covid,7,0.06181245851960602,0.047577085440459466,0.852154484885245,-0.7682918733958602,0.44231380160520595
tr,dfm,m2,post_covid,16,0.047336494443397534,0.03744817935210416,4.05311260807645,2.446491569855331,0.014425417085266456
tr,dfm,m2,full,32,0.0477384197054847,0.03573063581590273,1.3180027762289022,1.4596459165875226,0.14438741292217472
tr,dfm,m3,pre_crisis,8,0.027110515795841065,0.025078466273367336,1.4584726102289967,3.5584635468816552,0.00037303055000870167
tr,dfm,m3,covid,7,0.05338199960208402,0.03896917985550461,0.7021476212423413,-1.3369153524804573,0.18125026889216533
tr,dfm,m3,post_covid,16,0.057482412666463645,0.048178932993198045,4.966434153470933,3.1643241386764913,0.0015544357080878868
tr,dfm,m3,full,32,0.04984347699456535,0.03977021066289738,1.3230966471374142,1.336900215391811,0.18125521052282623
