Date,icsa_weekly,nfci_weekly,dtwexbgs,dtwexm,covid_2020q2,covid_2020q3,covid_2020q4
1983-02-19,0.002055499182095133,0.066,,-0.002242106197897442,0,0,0
1983-02-26,-0.012396852976827688,0.045,,0.006490786805694704,0,0,0
1983-03-05,0.02869049246292832,0.03,,0.0004366929848567125,0,0,0
1983-03-12,-0.04124295853404902,0.02,,0.009497532485314153,0,0,0
1983-03-19,-0.010582109330536937,0.01,,0.0023939169453885967,0,0,0
1983-03-26,0.023134575401657642,-0.002,,0.003702983806761928,0,0,0
1983-04-02,0.020576857688759276,-0.019,,0.0056016681336794605,0,0,0
1983-04-09,0.010131798930405722,-0.041,,-0.0031526355372353265,0,0,0
1983-04-16,0.03759097393881028,-0.067,,-0.004454728702876665,0,0,0
1983-04-23,-0.053851494810590594,-0.097,,-0.00024277512314885286,0,0,0
1983-04-30,0.004089985251525263,-0.128,,0.00265131434866106,0,0,0
1983-05-07,0.008130126083250033,-0.156,,-0.007827658470083598,0,0,0
1983-05-14,-0.06265096496166578,-0.178,,-0.0038658884552180695,0,0,0
1983-05-21,-0.00865806274311609,-0.193,,0.009585023292737027,0,0,0
1983-05-28,-0.013129291441792645,-0.2,,0.0051251045087497005,0,0,0
1983-06-04,0.010953012019198738,-0.198,,0.007587159915816599,0,0,0
1983-06-11,-0.03774032798284743,-0.19,,0.00561249942087283,0,0,0
1983-06-18,-0.01826534797729451,-0.176,,0.0002522989201336756,0,0,0
1983-06-25,0.01826534797729451,-0.158,,-0.007645968130002068,0,0,0
1983-07-02,-0.04630456804168759,-0.138,,0.00391289982758547,0,0,0
1983-07-09,-0.023981964686484503,-0.119,,0.0070920845648396735,0,0,0
1983-07-16,-0.03960913809504518,-0.102,,0.00465732782388617,0,0,0
1983-07-23,-0.0025284463533594703,-0.09,,-0.0027680967816126056,0,0,0
1983-07-30,0.04939275532957588,-0.082,,0.007910880614162785,0,0,0
1983-08-06,0.0,-0.079,,0.010103466923852444,0,0,0
1983-08-13,0.09640487066350723,-0.082,,0.00853324735874228,0,0,0
1983-08-20,-0.02660910872796407,-0.086,,-0.014227043343352008,0,0,0
1983-08-27,-0.043634935896870175,-0.092,,0.003320864561112913,0,0,0
1983-09-03,-0.03584613177313578,-0.096,,0.0061750149682007205,0,0,0
1983-09-10,-0.019656652549551623,-0.098,,-0.0053135392329881626,0,0,0
1983-09-17,0.004950505159856178,-0.094,,-0.0015607557807886252,0,0,0
1983-09-24,0.02679819315472365,-0.085,,-0.006198983492080146,0,0,0
1983-10-01,-0.00723766730023101,-0.069,,-0.006257348109172334,0,0,0
1983-10-08,-0.017094433359298833,-0.047,,-0.013687042852858156,0,0,0
1983-10-15,-0.03000225030379866,-0.021,,0.009206487326968826,0,0,0
1983-10-22,0.0,0.006,,-0.005110416288864883,0,0,0
1983-10-29,0.02506396866321481,0.034,,0.005200273881129647,0,0,0
1983-11-05,-0.022529113060027584,0.059,,0.011151968165693305,0,0,0
1983-11-12,-0.012739025777429802,0.08,,-0.004086797948276377,0,0,0
1983-11-19,-0.007722046093910251,0.096,,0.008926338827058622,0,0,0
1983-11-26,0.028027312254655712,0.105,,0.0011156806159675625,0,0,0
1983-12-03,-0.08655465170194532,0.107,,-0.0010962104005294293,0,0,0
1983-12-10,0.008185584586438921,0.1,,0.011592656505671428,0,0,0
1983-12-17,-0.01643872634316068,0.083,,0.003960753038136033,0,0,0
1983-12-24,0.0406009756222403,0.056,,-0.006275309639424798,0,0,0
1983-12-31,-0.013351333174863811,0.023,,-0.007808382262504132,0,0,0
1984-01-07,-0.043963123421116634,-0.016,,0.013777731136813465,0,0,0
1984-01-14,-0.014144507386165017,-0.058,,0.00023247481527643998,0,0,0
1984-01-21,-0.05264373348542151,-0.099,,0.0033508936892427954,0,0,0
1984-01-28,0.08901137765629663,-0.135,,-0.00033123973141169216,0,0,0
1984-02-04,-0.062343130574134875,-0.166,,-0.012379605925113779,0,0,0
1984-02-11,-0.011764841579585905,-0.187,,0.004347787461402852,0,0,0
1984-02-18,-0.011904902506319814,-0.197,,-0.010625965562470974,0,0,0
1984-02-25,0.026589454189240413,-0.195,,-0.006985163717967424,0,0,0
1984-03-03,0.011594332780919814,-0.179,,-0.010994204557142062,0,0,0
1984-03-10,-0.002886004889136373,-0.147,,0.00024945092017336634,0,0,0
1984-03-17,0.008633147144703202,-0.099,,0.006968502990322811,0,0,0
1984-03-24,-0.008633147144703202,-0.034,,0.002824732232785898,0,0,0
1984-03-31,-0.014556297774205973,0.048,,-0.005055588506675868,0,0,0
1984-04-07,0.11091689784318426,0.145,,0.005311541144568999,0,0,0
1984-04-14,-0.06506359334706246,0.255,,-0.0004727049771116043,0,0,0
1984-04-21,0.01941808585710092,0.376,,0.006052189805399344,0,0,0
1984-04-28,0.029772158333670973,0.504,,0.00732906690448587,0,0,0
1984-05-05,-0.027028672387919173,0.635,,0.003888536872223014,0,0,0
1984-05-12,0.008185584586438921,0.764,,0.012751258962079959,0,0,0
1984-05-19,-0.03878602503515616,0.883,,0.004120995947105577,0,0,0
1984-05-26,0.0,0.99,,-0.006841971421303938,0,0,0
1984-06-02,0.0028208763416408544,1.079,,-0.007889872571353429,0,0,0
1984-06-09,0.03867885456511111,1.147,,0.005775872815965144,0,0,0
1984-06-16,-0.021918685707646546,1.192,,0.007451185961477869,0,0,0
1984-06-23,0.0027662534928900584,1.209,,0.01092882956325436,0,0,0
1984-06-30,-0.005540180375614767,1.196,,0.005138331157555243,0,0,0
1984-07-07,0.01652930195121094,1.154,,0.015662757978994968,0,0,0
1984-07-14,-0.01652930195121094,1.09,,-0.0001603215024861271,0,0,0
1984-07-21,-0.008368249670516192,1.008,,0.0073467921247969414,0,0,0
1984-07-28,0.005586606708639863,0.917,,0.0013196298732767175,0,0,0
1984-08-04,0.0620982201182958,0.824,,-0.010023663873741206,0,0,0
1984-08-11,-0.005249355886142837,0.734,,0.005731921373980597,0,0,0
1984-08-18,0.053790174586136885,0.649,,-0.00729333757483186,0,0,0
1984-08-25,-0.015075662405447332,0.572,,0.0011395898710198082,0,0,0
1984-09-01,-0.025642430613338263,0.502,,0.0024807642296762467,0,0,0
1984-09-08,0.04320875433123739,0.438,,0.02117495771070299,0,0,0
1984-09-15,-0.022642476749759055,0.378,,0.004374378594748762,0,0,0
1984-09-22,0.005076153031859931,0.321,,0.004433446398163454,0,0,0
1984-09-29,0.017566323717899124,0.265,,0.0048855868010804215,0,0,0
1984-10-06,0.0024844733276623288,0.209,,-0.0023897158761743142,0,0,0
1984-10-13,0.017220597751670397,0.155,,0.008951263296999024,0,0,0
1984-10-20,0.06834225337681765,0.103,,-0.001915605031870271,0,0,0
1984-10-27,-0.03241024415075522,0.055,,-0.009499539081670783,0,0,0
1984-11-03,-0.004716989878138733,0.009,,-0.016378156330412175,0,0,0
1984-11-10,-0.07356256717701548,-0.035,,-0.0013833427484710725,0,0,0
1984-11-17,-0.025774622688615523,-0.078,,0.004897406568669105,0,0,0
1984-11-24,0.11342192974737131,-0.12,,0.011985108324084948,0,0,0
1984-12-01,-0.06749549162144852,-0.161,,0.013091827732814032,0,0,0
1984-12-08,-0.045926438125922786,-0.202,,-0.0031990464011322217,0,0,0
1984-12-15,0.007802380284184451,-0.244,,0.0019069686717196888,0,0,0
1984-12-22,-0.01830116438240381,-0.283,,0.003424726291483715,0,0,0
1984-12-29,0.0,-0.32,,0.0071902330118787106,0,0,0
1985-01-05,-0.026739561041900117,-0.353,,0.007106370728261702,0,0,0
1985-01-12,0.04762804898925488,-0.376,,0.0023799701029272313,0,0,0
1985-01-19,-0.07510230454150246,-0.39,,0.0055157940852996745,0,0,0
1985-01-26,0.024760549680651778,-0.394,,-0.002149763305737906,0,0,0
1985-02-02,0.047754431295899735,-0.387,,0.004147466755214602,0,0,0
1985-02-09,0.038124057841738335,-0.372,,0.016198127030193632,0,0,0
1985-02-16,-0.027814688182877134,-0.352,,0.0009778216898803649,0,0,0
1985-02-23,0.0,-0.33,,0.029808819663227126,0,0,0
1985-03-02,-0.041890941709160856,-0.308,,-0.004679690601145481,0,0,0
1985-03-09,0.028987536873252395,-0.29,,0.010436883565887456,0,0,0
1985-03-16,0.0025940351770472603,-0.278,,-0.007918383260072659,0,0,0
1985-03-23,-0.03425894982101596,-0.273,,-0.029926470984230846,0,0,0
1985-03-30,0.03425894982101596,-0.278,,-0.02683713689964673,0,0,0
1985-04-06,0.04804969764170863,-0.291,,0.019632644194784277,0,0,0
1985-04-13,0.014706147389695445,-0.312,,-0.022507646764530875,0,0,0
1985-04-20,-0.04988565451086835,-0.338,,-0.017479755656673035,0,0,0
1985-04-27,-0.01287019052053573,-0.368,,0.029889602098642776,0,0,0
1985-05-04,0.0103093696588612,-0.398,,0.013718920770216414,0,0,0
1985-05-11,0.010204170174242577,-0.426,,-0.015101149552010362,0,0,0
1985-05-18,-0.0076433493125680485,-0.448,,-0.010418991712470849,0,0,0
1985-05-25,0.012706651269114744,-0.464,,0.004229797425073123,0,0,0
1985-06-01,-0.007604599385219402,-0.472,,-0.004898725106689206,0,0,0
1985-06-08,0.025126950077421384,-0.471,,0.0009447935573776434,0,0,0
1985-06-15,-0.032789822822991255,-0.461,,-0.004910156652926823,0,0,0
1985-06-22,-0.0103093696588612,-0.444,,-0.0009012589408685656,0,0,0
1985-06-29,0.0103093696588612,-0.42,,-0.006579293977629241,0,0,0
1985-07-06,0.012739025777429802,-0.391,,-0.006107363018720058,0,0,0
1985-07-13,-0.023048395436291003,-0.358,,-0.02524385028750853,0,0,0
1985-07-20,-0.042334363826560306,-0.321,,-0.00785050988548086,0,0,0
1985-07-27,-0.02185879381250011,-0.283,,0.0021812091106268028,0,0,0
1985-08-03,0.11716897361682399,-0.245,,-0.0034048287910426467,0,0,0
1985-08-10,-0.012361096823573448,-0.209,,0.005511278770788941,0,0,0
1985-08-17,-0.007490671729158294,-0.177,,-0.014126516146337309,0,0,0
1985-08-24,0.0149256502166768,-0.151,,-0.0014266268724556497,0,0,0
1985-08-31,0.009828088936261636,-0.134,,0.012415086258291907,0,0,0
1985-09-07,0.04072419022656959,-0.128,,0.024368182447688014,0,0,0
1985-09-14,-0.0431721718652085,-0.133,,-0.0048140855787259795,0,0,0
1985-09-21,-0.017305747097593027,-0.148,,-0.010203348597239703,0,0,0
1985-09-28,-0.005000010416706502,-0.174,,-0.04783668352458026,0,0,0
1985-10-05,0.0149256502166768,-0.206,,-0.014192070029562132,0,0,0
1985-10-12,-0.012422519998557036,-0.241,,0.004870295225297028,0,0,0
1985-10-19,0.0,-0.275,,-0.003288682446931368,0,0,0
1985-10-26,0.04401688541677373,-0.305,,0.0023232523770362334,0,0,0
1985-11-02,-0.04902942724031867,-0.327,,-0.015080932512415934,0,0,0
1985-11-09,-0.0025157245972469156,-0.339,,0.0027783608164044793,0,0,0
1985-11-16,0.0,-0.342,,-0.002538332272196797,0,0,0
1985-11-23,-0.03851567208061546,-0.335,,-0.012828771558484497,0,0,0
1985-11-30,0.028389003262686785,-0.322,,-0.006627600134547329,0,0,0
1985-12-07,0.015151805020600762,-0.305,,0.006884674628241605,0,0,0
1985-12-14,-0.043540808283287546,-0.288,,0.000865492555081282,0,0,0
1985-12-21,-0.03191760296830459,-0.272,,0.001114730558391841,0,0,0
1985-12-28,0.05264373348542151,-0.261,,-0.005422422420348738,0,0,0
1986-01-04,-0.07450252729792162,-0.254,,-0.0004622273901997431,0,0,0
1986-01-11,0.09229206886142016,-0.253,,-0.003929694933053618,0,0,0
1986-01-18,-0.0867824130504502,-0.258,,0.00429850181391167,0,0,0
1986-01-25,-0.05651221026334241,-0.266,,-0.011344540003941361,0,0,0
1986-02-01,0.05651221026334241,-0.277,,-0.009042469371976836,0,0,0
1986-02-08,0.005479465764626212,-0.288,,-0.0004388707925135904,0,0,0
1986-02-15,-0.02210034700066643,-0.298,,-0.026876641280128233,0,0,0
1986-02-22,0.08561375272299188,-0.307,,-0.006917823291443526,0,0,0
1986-03-01,-0.039220713153280684,-0.315,,-0.007544751464306998,0,0,0
1986-03-08,-0.02429269256904476,-0.322,,-0.004831174379495984,0,0,0
1986-03-15,0.04278727520520853,-0.331,,-0.004300445531098873,0,0,0
1986-03-22,0.013004084423206663,-0.344,,-0.006825186666884697,0,0,0
1986-03-29,0.022989518224699523,-0.361,,0.021382718729224592,0,0,0
1986-04-05,-0.038614836127779384,-0.382,,0.012420672700044655,0,0,0
1986-04-12,0.018205964496571525,-0.405,,-0.018370200593169628,0,0,0
1986-04-19,-0.012970350442627065,-0.43,,-0.023103999115809515,0,0,0
1986-04-26,0.02067257080472018,-0.452,,-0.01857360426076138,0,0,0
1986-05-03,0.002554279805096371,-0.469,,0.0085731859437006,0,0,0
1986-05-10,0.007623925110658902,-0.48,,-0.01987427420691379,0,0,0
1986-05-17,-0.028243212313395105,-0.485,,0.011662604248634523,0,0,0
1986-05-24,0.0051948168771041026,-0.484,,0.017161167180656633,0,0,0
1986-05-31,-0.03425894982101596,-0.477,,0.019189406885607774,0,0,0
1986-06-07,0.005347606326596477,-0.467,,-0.023875186767540413,0,0,0
1986-06-14,-0.016129381929884445,-0.457,,-0.010304454663668139,0,0,0
1986-06-21,-0.005434795985957308,-0.452,,0.012014451771701573,0,0,0
1986-06-28,0.010840214552866101,-0.453,,-0.011186359543537527,0,0,0
1986-07-05,0.0,-0.461,,-0.013495625630156383,0,0,0
1986-07-12,-0.02732410427455534,-0.477,,0.005216883724405541,0,0,0
1986-07-19,-0.019581045199105418,-0.5,,-0.018085445873656347,0,0,0
1986-07-26,0.022347298691995476,-0.526,,0.009893817413810346,0,0,0
1986-08-02,0.1390410484354927,-0.551,,-0.017900407225604376,0,0,0
1986-08-09,0.0,-0.573,,0.0005195614034496643,0,0,0
1986-08-16,-0.021872074818668708,-0.588,,-0.0023311458030841337,0,0,0
1986-08-23,-0.024876904755403828,-0.595,,-0.002228234934928075,0,0,0
1986-08-30,0.010025146619378589,-0.594,,1.5207173984066458e-05,0,0,0
1986-09-06,-0.0024968801985867373,-0.585,,0.0027003558191625032,0,0,0
1986-09-13,-0.01511363781004782,-0.573,,0.0031259504207659106,0,0,0
1986-09-20,0.012610507591928055,-0.56,,-0.017132752215919922,0,0,0
1986-09-27,-0.02538207327141606,-0.549,,0.01594144408503695,0,0,0
1986-10-04,0.005128216366919958,-0.542,,-0.0089316555508141,0,0,0
1986-10-11,-0.01028286695558478,-0.541,,-0.0006703072301368351,0,0,0
1986-10-18,-0.00518135874199821,-0.543,,-0.001264493938490041,0,0,0
1986-10-25,-0.039740328649513046,-0.548,,0.023067612482289945,0,0,0
1986-11-01,-0.01634913800153015,-0.554,,0.00958747476785149,0,0,0
1986-11-08,-0.04208194543431354,-0.558,,-0.0015563124102877524,0,0,0
1986-11-15,0.05301101596650426,-0.559,,-0.013861169956812525,0,0,0
1986-11-22,0.0027137058715958062,-0.557,,0.008898173055481351,0,0,0
1986-11-29,-0.008163310639160315,-0.55,,-0.012953246528646822,0,0,0
1986-12-06,-0.0082304991365163,-0.54,,0.004706307575363944,0,0,0
1986-12-13,0.03252319170556106,-0.529,,0.003811492993455623,0,0,0
1986-12-20,-0.06899287148695166,-0.516,,-0.003922351385126532,0,0,0
1986-12-27,-0.014388737452099676,-0.507,,-0.012115047369168686,0,0,0
1987-01-03,-0.06589209380870287,-0.5,,-0.012827934321955503,0,0,0
1987-01-10,0.07455015655181718,-0.495,,0.0007212211192282325,0,0,0
1987-01-17,-0.020320002490956668,-0.493,,-0.024678005774862122,0,0,0
1987-01-24,0.014556297774205973,-0.493,,-0.005379654621611607,0,0,0
1987-01-31,0.06706423058054689,-0.49,,-0.000954698538644827,0,0,0
1987-02-07,-0.005420067469339429,-0.483,,0.004690289118759239,0,0,0
1987-02-14,-0.0850370426859115,-0.467,,-0.004884913320892359,0,0,0
1987-02-21,0.008836581800498067,-0.441,,-0.0034419640821639064,0,0,0
1987-02-28,0.020320002490956668,-0.402,,-0.002084859493528768,0,0,0
1987-03-07,-0.032119549422112925,-0.346,,-0.0005343836012468017,0,0,0
1987-03-14,-0.005952398527295344,-0.271,,-0.0005486645054277872,0,0,0
1987-03-21,0.0,-0.178,,-0.009677430074085613,0,0,0
1987-03-28,-0.027233150458357613,-0.067,,-0.010591848862120834,0,0,0
1987-04-04,0.01219527309381796,0.054,,-0.0032820450057231554,0,0,0
1987-04-11,0.023953241022493188,0.182,,-0.01297668645524297,0,0,0
1987-04-18,0.03202602671940724,0.305,,0.005844224505067608,0,0,0
1987-04-25,-0.06205831381828375,0.415,,-0.010223100290735587,0,0,0
1987-05-02,0.006079046076383321,0.506,,-8.43572938054038e-05,0,0,0
1987-05-09,-0.0465200156348935,0.571,,-0.0007480709911877881,0,0,0
1987-05-16,0.07930983845788475,0.611,,-0.0011315043800275149,0,0,0
1987-05-23,0.005847969882422532,0.618,,0.003266921397224287,0,0,0
1987-05-30,-0.05083306579923175,0.599,,0.016728868970205646,0,0,0
1987-06-06,0.006116227017434639,0.557,,-0.0015589297416616077,0,0,0
1987-06-13,-0.03727139479723007,0.495,,-0.0027172968093083227,0,0,0
1987-06-20,0.009448889197932075,0.422,,0.007873053422223997,0,0,0
1987-06-27,0.02170627858186336,0.341,,0.0010705237777699494,0,0,0
1987-07-04,0.0,0.261,,0.0064821299298927215,0,0,0
1987-07-11,-0.02799560748942831,0.182,,0.0034259870086712496,0,0,0
1987-07-18,-0.022329476398088133,0.109,,0.005897486748865255,0,0,0
1987-07-25,0.04417121831313686,0.048,,-0.0020694045084734825,0,0,0
1987-08-01,0.07145896398214546,0.006,,-0.0001506328087126363,0,0,0
1987-08-08,-0.062242308877220154,-0.015,,0.01017379618091141,0,0,0
1987-08-15,-0.024769068112409087,-0.006,,-0.006206678520722875,0,0,0
1987-08-22,-0.022187914975361878,0.037,,-0.028685515840767728,0,0,0
1987-08-29,0.03154835773492515,0.115,,-0.004421891716160253,0,0,0
1987-09-05,-0.018809331957495345,0.219,,-0.005439078462035063,0,0,0
1987-09-12,-0.06201007478421339,0.347,,0.0035492274109545363,0,0,0
1987-09-19,0.03960913809504518,0.49,,-0.0009504142583134367,0,0,0
1987-09-26,0.02556049697953533,0.64,,0.005633305077908268,0,0,0
1987-10-03,-0.05179150912840491,0.785,,0.010183762433388921,0,0,0
1987-10-10,0.022989518224699523,0.916,,-0.012633576309377226,0,0,0
1987-10-17,-0.022989518224699523,1.023,,-0.00707956359558537,0,0,0
1987-10-24,0.0,1.1,,1.8737449813066576e-05,0,0,0
1987-10-31,-0.040683576636443064,1.14,,-0.018563965699862628,0,0,0
1987-11-07,0.027305450690267463,1.151,,-0.019813592559275506,0,0,0
1987-11-14,0.03311560878449704,1.139,,0.0038078462501074384,0,0,0
1987-11-21,0.03205402629008347,1.107,,-0.004045845413907401,0,0,0
1987-11-28,-0.03531667192489962,1.059,,-0.011459351348751312,0,0,0
1987-12-05,0.041606000832464574,0.994,,0.0014293754904572964,0,0,0
1987-12-12,-0.0062893289075649506,0.918,,-0.020813127417641297,0,0,0
1987-12-19,0.01875054934537701,0.831,,-0.0021693000173872434,0,0,0
1987-12-26,-0.021910109635744135,0.736,,-0.0036330984281107703,0,0,0
1988-01-02,-0.003169574761280103,0.638,,-0.027211843687892312,0,0,0
1988-01-09,0.031252543504104224,0.543,,0.035805506013961264,0,0,0
1988-01-16,0.10505277600314322,0.449,,0.010320479711559472,0,0,0
1988-01-23,-0.0747474265078143,0.362,,-0.009112791730950143,0,0,0
1988-01-30,0.02068020523753944,0.284,,0.0008565073135100576,0,0,0
1988-02-06,-0.07275935428242875,0.219,,0.005881269242815179,0,0,0
1988-02-13,-0.022258470600942104,0.169,,0.007716339674611383,0,0,0
1988-02-20,0.050167258718019525,0.134,,-0.0028972283793953224,0,0,0
1988-02-27,-0.024769068112409087,0.113,,-0.010832530298327647,0,0,0
1988-03-05,-0.03834335519764842,0.107,,2.665345839947264e-05,0,0,0
1988-03-12,-0.009820046180974984,0.115,,-0.012437401425238193,0,0,0
1988-03-19,0.009820046180974984,0.132,,0.008696758395647208,0,0,0
1988-03-26,-0.009820046180974984,0.156,,-0.012756361064671928,0,0,0
1988-04-02,0.016313575491523125,0.184,,-0.012000934543610065,0,0,0
1988-04-09,0.012861913642408851,0.21,,0.010324065781456504,0,0,0
1988-04-16,0.0031897953680992686,0.233,,-0.01008756530192656,0,0,0
1988-04-23,-0.006389798098769717,0.247,,0.0036535011128497885,0,0,0
1988-04-30,0.003200002730670448,0.254,,0.0009488195645310782,0,0,0
1988-05-07,-0.012861913642408851,0.257,,0.003556308981977452,0,0,0
1988-05-14,0.01605170901050812,0.256,,-0.0028890341269507402,0,0,0
1988-05-21,0.01579811687659216,0.255,,0.006874116846352862,0,0,0
1988-05-28,-0.01898791224469143,0.258,,0.0020203917547032546,0,0,0
1988-06-04,-0.009630893060961654,0.266,,0.006124118042096782,0,0,0
1988-06-11,-0.016260520871780315,0.28,,-0.007498036466693669,0,0,0
1988-06-18,0.01948113557182296,0.302,,0.00863697346272474,0,0,0
1988-06-25,-0.012945164592037983,0.329,,0.02284826409056251,0,0,0
1988-07-02,-0.006535970979784977,0.359,,0.01520199514158005,0,0,0
1988-07-09,-0.0065789710980421745,0.388,,-0.001824032586282165,0,0,0
1988-07-16,0.038839833316263395,0.412,,0.01457646576804894,0,0,0
1988-07-23,0.11672427430814203,0.428,,-0.02680098786306573,0,0,0
1988-07-30,-0.06717853775671223,0.435,,0.017887207262631932,0,0,0
1988-08-06,-0.046376161790149695,0.432,,0.0045511520608005895,0,0,0
1988-08-13,-0.012739025777429802,0.419,,-0.0006225004752318242,0,0,0
1988-08-20,0.012739025777429802,0.397,,0.0043461972105252045,0,0,0
1988-08-27,-0.003169574761280103,0.369,,-0.002183526692186355,0,0,0
1988-09-03,-0.028987536873252395,0.337,,0.0067914752935900324,0,0,0
1988-09-10,-0.003273325344968825,0.306,,-0.007375692698776248,0,0,0
1988-09-17,0.003273325344968825,0.278,,0.004288390266402153,0,0,0
1988-09-24,-0.016474837203505288,0.253,,0.00043419757733254016,0,0,0
1988-10-01,-0.03035646248059365,0.233,,-0.004125581174709403,0,0,0
1988-10-08,0.0,0.215,,-0.006063365154457934,0,0,0
1988-10-15,0.0034188067487850304,0.199,,-0.02646271557160773,0,0,0
1988-10-22,-0.024180798197214415,0.186,,-0.008823695620141514,0,0,0
1988-10-29,0.02758795651882906,0.175,,-0.0019401538306649257,0,0,0
1988-11-05,-0.03109058707003065,0.166,,0.005394193358509547,0,0,0
1988-11-12,-0.0035149421074436304,0.159,,-0.01104257968391309,0,0,0
1988-11-19,0.03460552917747428,0.155,,-0.007059150152924687,0,0,0
1988-11-26,0.01686380605200455,0.15,,-0.018951091556782984,0,0,0
1988-12-03,-0.00335008688528049,0.147,,0.0019967645288954117,0,0,0
1988-12-10,-0.04460430623675471,0.144,,0.005274504802693869,0,0,0
1988-12-17,0.027683428748416006,0.142,,0.015306037303187026,0,0,0
1988-12-24,-0.024180798197214415,0.141,,0.0013804204730014646,0,0,0
1988-12-31,0.06103589058636949,0.143,,-0.001336621778531999,0,0,0
1989-01-07,-0.01658412801553588,0.15,,0.012387345320262533,0,0,0
1989-01-14,-0.054996675747448265,0.164,,0.004082361215314023,0,0,0
1989-01-21,-0.003539826705123872,0.187,,0.0032799172700119783,0,0,0
1989-01-28,0.045068285401706376,0.224,,0.005674135394581725,0,0,0
1989-02-04,-0.024014876203873214,0.273,,0.004471118098341442,0,0,0
1989-02-11,0.11159106540846153,0.336,,-0.006898008431964087,0,0,0
1989-02-18,-0.05423976893699667,0.408,,-0.008362605464341755,0,0,0
1989-02-25,-0.01652930195121094,0.486,,0.0026923033674162156,0,0,0
1989-03-04,0.08004270767353638,0.562,,0.007385301300107727,0,0,0
1989-03-11,0.0,0.63,,0.00823346265940117,0,0,0
1989-03-18,-0.018634079544892046,0.684,,0.006678853524750394,0,0,0
1989-03-25,0.0,0.717,,-0.0021254176849136996,0,0,0
1989-04-01,0.01246122043781206,0.727,,0.009128746819984102,0,0,0
1989-04-08,-0.02825933731440422,0.712,,-0.0044796637286586005,0,0,0
1989-04-15,-0.02254523832105626,0.673,,-0.002685587049644944,0,0,0
1989-04-22,-0.009820046180974984,0.619,,-0.00573704044023593,0,0,0
1989-04-29,0.022765210773012967,0.552,,0.009696592511943436,0,0,0
1989-05-06,0.02852808361453718,0.483,,0.006587044620972371,0,0,0
1989-05-13,0.03681397312271706,0.417,,0.008993534846590379,0,0,0
1989-05-20,-0.033693845786473275,0.361,,0.01854124084427866,0,0,0
1989-05-27,0.01238405919972152,0.319,,0.01328004023676943,0,0,0
1989-06-03,0.0,0.291,,-0.0047965469716659825,0,0,0
1989-06-10,0.021309786586751756,0.274,,0.018236495026355826,0,0,0
1989-06-17,0.014947961435872514,0.263,,-0.0026768243860173513,0,0,0
1989-06-24,0.0029629651306581906,0.254,,-0.027403426894050398,0,0,0
1989-07-01,0.03202602671940724,0.244,,0.017036074425577752,0,0,0
1989-07-08,-0.023189444918909174,0.231,,-0.02715144049113416,0,0,0
1989-07-15,0.023189444918909174,0.217,,0.006010085978479296,0,0,0
1989-07-22,-0.049936953285937946,0.205,,0.0019591369958087412,0,0,0
1989-07-29,0.014947961435872514,0.198,,-0.010412761550568916,0,0,0
1989-08-05,0.0029629651306581906,0.201,,0.0010785506676800338,0,0,0
1989-08-12,0.008836581800498067,0.213,,0.013779003241549681,0,0,0
1989-08-19,-0.041922306386263486,0.235,,0.012229937566004878,0,0,0
1989-08-26,0.015174798019234714,0.266,,-0.006890676111883209,0,0,0
1989-09-02,-0.009077218151116284,0.3,,0.011976067857339956,0,0,0
1989-09-09,0.021053409197831385,0.334,,0.0025100830027797727,0,0,0
1989-09-16,-0.005970166986504211,0.361,,0.0087542020932867,0,0,0
1989-09-23,0.0,0.378,,-0.018369059687347367,0,0,0
1989-09-30,0.03818378697016023,0.381,,-0.02648719231716523,0,0,0
1989-10-07,0.1594884054957344,0.368,,0.009921916693186539,0,0,0
1989-10-14,-0.1652687684112344,0.34,,0.0037421622681179656,0,0,0
1989-10-21,0.0057803629154999925,0.299,,-0.009757217997878875,0,0,0
1989-10-28,0.01997213318691493,0.249,,-0.0038042982163455363,0,0,0
1989-11-04,-0.061154423153331194,0.197,,0.004732859108536047,0,0,0
1989-11-11,0.008968669982760247,0.145,,0.0013061051220573106,0,0,0
1989-11-18,0.0,0.099,,0.0001912506008681092,0,0,0
1989-11-25,0.01769957709940151,0.063,,-0.00730394416549629,0,0,0
1989-12-02,0.0058309203107924645,0.038,,-0.005303008561969413,0,0,0
1989-12-09,-0.01759576189037837,0.024,,-0.0005587861819744688,0,0,0
1989-12-16,0.0490718939923962,0.02,,-0.010887631856714819,0,0,0
1989-12-23,0.07068158565128613,0.024,,-0.006393206409865293,0,0,0
1989-12-30,-0.062266388726001765,0.034,,-0.001310459200467129,0,0,0
1990-01-06,-0.008415196925284363,0.045,,-0.002591282754963231,0,0,0
1990-01-13,0.03867885456511111,0.055,,-0.0017534097200959664,0,0,0
1990-01-20,0.016129381929884445,0.062,,0.011573594045501068,0,0,0
1990-01-27,-0.08338160893905133,0.064,,-0.0035879257345738935,0,0,0
1990-02-03,0.06453852113757108,0.062,,-0.00054589668126237,0,0,0
1990-02-10,-0.002721090114361502,0.056,,-0.0004661397173251203,0,0,0
1990-02-17,-0.053159368280095265,0.05,,-0.0014203071636247344,0,0,0
1990-02-24,0.005730674708985362,0.045,,0.0025241978683796518,0,0,0
1990-03-03,0.00285306898240556,0.045,,0.017127857807683,0,0,0
1990-03-10,-0.005714301263438415,0.05,,-0.001525475465394166,0,0,0
1990-03-17,0.0,0.061,,0.0001351011372356936,0,0,0
1990-03-24,-0.05295354682536413,0.076,,0.005607057118336201,0,0,0
