country,model,vintage,panel,n_obs,RMSFE,MAE,rel_RMSFE_vs_ARMA,dm_stat_vs_ARMA,dm_pval_vs_ARMA
us,ridge,m2,pre_covid,12,0.0030715734992122945,0.002440261623485717,0.9907916529712714,-0.13249488140866472,0.8945928713778679
us,ridge,m2,covid,7,0.030595656993814557,0.019326567873089454,0.6492666196718259,-1.6842116821502275,0.09214076635683899
us,ridge,m2,post_covid,16,0.005010259144227039,0.004039330083348818,1.0799783199649169,2.7364328840498615,0.006210926311768894
us,ridge,m2,full,36,0.014366932231681425,0.006896003592601956,0.671377664350595,-1.5375127983593881,0.12416778339205448
us,ridge,m3,pre_covid,12,0.0028614194660780156,0.002199626211901392,1.051045215407007,0.5648653980254708,0.5721653206788853
us,ridge,m3,covid,7,0.04262358490765367,0.026433779788621083,0.8353490024641205,-0.9039266455738239,0.36603429914863206
us,ridge,m3,post_covid,16,0.004656612686085924,0.0034353719712633185,0.9819691850896134,-0.42868342821556144,0.6681536221852618
us,ridge,m3,full,36,0.019419272559704777,0.007964662609292945,0.8423562741158965,-0.9222359618339269,0.3564055087854503
us,elasticnet,m1,pre_covid,12,0.0028100673135216894,0.0021717336264631334,0.9064380973591225,-1.3288433859938042,0.18389964499764866
us,elasticnet,m1,covid,7,0.041965280688559044,0.026057388124606954,0.8905399855197901,-1.985064969162059,0.04713724362825533
us,elasticnet,m1,post_covid,16,0.004614074767843658,0.0034311108894960565,0.9945794364169718,-0.2732063140597825,0.7846946266376034
us,elasticnet,m1,full,36,0.01912788950848487,0.007877029150037058,0.8938608169838819,-1.7643279965854295,0.07767677303311804
us,elasticnet,m2,pre_covid,12,0.002766663721852614,0.0020831128768634,0.8924374829034627,-1.5451986512009779,0.12229822052217965
us,elasticnet,m2,covid,7,0.03991999038507334,0.025228622452261727,0.847137135178639,-2.191231988572308,0.02843500885283179
us,elasticnet,m2,post_covid,16,0.0045275181197677195,0.003379506033058525,0.9759218579005878,-0.9479931896413069,0.3431329212525265
us,elasticnet,m2,full,36,0.01825132840381867,0.0076691286204566035,0.8528984502363292,-1.8664225382802027,0.06198227226019082
us,elasticnet,m3,pre_covid,12,0.002699021859379211,0.002033763340295192,0.9913939725403751,-0.13892587660847952,0.8895087226697975
us,elasticnet,m3,covid,7,0.042676206309689664,0.02656497640185241,0.8363802914979798,-0.9025869587017197,0.36674515054140455
us,elasticnet,m3,post_covid,16,0.004505048183406798,0.0034172691655861187,0.9500078257888823,-2.2048950035134296,0.027461463214231152
us,elasticnet,m3,full,36,0.0194217883817521,0.00793034788611312,0.8424654037694201,-0.9258309900965312,0.3545338193038603
us,rf,m1,pre_covid,12,0.0027305503332733594,0.002132113545488092,0.8807884554671961,-1.2425504340084355,0.21403354461202495
us,rf,m1,covid,7,0.04280322640011877,0.026710197018292504,0.9083219269150306,-1.7855903674441815,0.07416560768754588
us,rf,m1,post_covid,16,0.004505285948056135,0.003342722272294131,0.971129638024713,-0.8677827935198548,0.38551325125622204
us,rf,m1,full,36,0.019489342713322075,0.007969356732269154,0.9107518000081151,-1.6482346175481077,0.09930453567879627
us,rf,m2,pre_covid,12,0.002768406275987061,0.0021913502765298913,0.8929995752941229,-1.2127456880175733,0.22522706615518473
us,rf,m2,covid,7,0.04276803038070365,0.02667835525673393,0.9075750365783993,-1.811010869847942,0.0701391690843356
us,rf,m2,post_covid,16,0.004513116160832311,0.0033898784325857812,0.9728174668965441,-0.834211278606759,0.40416193662816435
us,rf,m2,full,36,0.019475721433837582,0.008002767563901343,0.9101152672634558,-1.6629165282773504,0.09632914539563742
us,rf,m3,pre_covid,12,0.002739270693262006,0.0021755469818438584,1.0061780140902867,0.08416937692515816,0.9329217654401929
us,rf,m3,covid,7,0.04280446606864562,0.02671444224490594,0.8388939623197157,-0.8853606011086406,0.3759621747715898
